query_id,question,contexts_shown,answer,context_relevance,answer_faithfulness,answer_relevance
test17,when did the us take over wake island,"[1] Wake Island On January 17, 1899, under orders from President William McKinley, Commander Edward D. Taussig of USSÂ Bennington landed on Wake and formally took possession of the island for the United States. After a 21-gun salute, the flag was raised and a brass plate was affixed to the flagstaff with the following inscription:

[2] Wake Island With the annexation of Hawaii in 1898 and the seizure of Guam and the Philippines during the Spanish–American War that same year, the United States began to consider unclaimed and uninhabited Wake Island, located approximately halfway between Honolulu and Manila, as a good location for a telegraph cable station and coaling station for refueling warships of the rapidly expanding United States Navy and passing merchant and passenger steamships. On July 4, 1898, United States Army Brigadier General Francis V. Greene of the 2nd Brigade, Philippine Expeditionary Force, of the Eighth Army Corps, stopped at Wake Island and raised the American flag while en route to the Philippines on the steamship liner SS China.[24]

[3] Wake Island In the early 1980s the National Park Service conducted an evaluation of Wake Island to determine if the World War II (WWII) cultural resources remaining on Wake, Wilkes and Peale were of national historical significance. As a result of this survey, Wake Island was designated as a National Historic Landmark (NHL) on September 16, 1985, helping to preserve sites and artifacts on the atoll associated with WWII in the Pacific and the transpacific aviation era prior to the war. As a National Historic Landmark, Wake Island was also included in the National Register of Historic Places.[72]

[4] Battle of Long Island Washington and the army were surrounded on Brooklyn Heights with the East River to their backs.[75] As the day went on, the British began to dig trenches, slowly coming closer to the American defenses. By doing this, the British would not have to cross over open ground to assault the American defenses as they did in Boston the year before.[76] Despite this perilous situation, Washington ordered 1,200 more men from Manhattan to Brooklyn on August 28.[75] The men that came over were two Pennsylvania regiments and Colonel John Glover's regiment from Marblehead, Massachusetts. In command of the Pennsylvanian troops was Thomas Mifflin who, after arriving, volunteered to inspect the outer defenses and report back to Washington.[77] In these outer defenses, small skirmishes were still taking place. On the afternoon of August 28, it began to rain and Washington had his cannons bombard the British well into the night.[78]

[5] Timeline of United States military operations 1867: Formosa (island of Taiwan): On June 13, a naval force landed and burned a number of huts to punish the murder of the crew of a wrecked American vessel.","The United States took over Wake Island on January 17, 1899.",,,
test1485,who wrote the first declaration of human rights,"[1] Human rights The UDHR was framed by members of the Human Rights Commission, with former First Lady Eleanor Roosevelt as Chair, who began to discuss an International Bill of Rights in 1947. The members of the Commission did not immediately agree on the form of such a bill of rights, and whether, or how, it should be enforced. The Commission proceeded to frame the UDHR and accompanying treaties, but the UDHR quickly became the priority.[43] Canadian law professor John Humphrey and French lawyer René Cassin were responsible for much of the cross-national research and the structure of the document respectively, where the articles of the declaration were interpretative of the general principle of the preamble. The document was structured by Cassin to include the basic principles of dignity, liberty, equality and brotherhood in the first two articles, followed successively by rights pertaining to individuals; rights of individuals in relation to each other and to groups; spiritual, public and political rights; and economic, social and cultural rights. According to Cassin, the final three articles place rights in the context of limits, duties and the social and political order in which they are to be realised.[43] Humphrey and Cassin intended the rights in the UDHR to be legally enforceable through some means, as is reflected in the third clause of the preamble:[43]

[2] Declaration of the Rights of Woman and of the Female Citizen The Declaration of the Rights of Woman and the Female Citizen (French: DÃ©claration des droits de la femme et de la citoyenne), also known as the Declaration of the Rights of Woman, was written on 5 September in 1791 by French activist, feminist, and playwright Olympe de Gouges in response to the Declaration of the Rights of Man and of the Citizen. By publishing this document, de Gouges hoped to expose the failures of the French Revolution in the recognition of sexual equality, but failed to create any lasting impact on the direction of the Revolution. As a result of her writings (including The Declaration of the Rights of Woman and the Female Citizen), de Gouges was accused, tried and convicted of treason, resulting in her immediate execution, along with the Girondists in the Reign of Terror (one of only three women beheaded during the Reign of Terror - and the only executed for her political writings). While The Declaration of the Rights of Woman should not, by any means, be considered a manifesto of the women's movement of the late eighteenth century, it is significant because it brought attention to a set of feminist concerns that collectively reflected and influenced the aims of many French Revolution activists.

[3] George Mason According to Miller, ""The succession of New World constitutions of which Virginia's, with Mason as its chief architect, was the first, declared the source of political authority to be the people ... in addition to making clear what a government was entitled to do, most of them were prefaced by a list of individual rights of the citizens ... rights whose maintenance was government's primary reason for being. Mason wrote the first of these lists.""[157] Diane D. Pikcunas, in her article prepared for the bicentennial of the U.S. Bill of Rights, wrote that Mason ""made the declaration of rights as his personal crusade"".[158] Tarter deemed Mason ""celebrated as a champion of constitutional order and one of the fathers of the Bill of Rights"".[159] Justice Sandra Day O'Connor agreed, ""George Mason's greatest contribution to present day Constitutional law was his influence on our Bill of Rights"".[160]

[4] Universal Declaration of Human Rights In 1988, director Stephen R. Johnson and 41 international animators, musicians, and producers created a 20-minute video for Amnesty International to celebrate the 40th Anniversary of the Universal Declaration. The video was to bring to life the Declaration's 30 articles.[55]

[5] Four Freedoms The concept of the Four Freedoms became part of the personal mission undertaken by First Lady Eleanor Roosevelt regarding her inspiration behind the United Nations Declaration of Human Rights, General Assembly Resolution 217A. Indeed, these Four Freedoms were explicitly incorporated into the preamble to the Universal Declaration of Human Rights which reads, ""Whereas disregard and contempt for human rights have resulted in barbarous acts which have outraged the conscience of mankind, and the advent of a world in which human beings shall enjoy freedom of speech and belief and freedom from fear and want has been proclaimed the highest aspiration of the common people....""[15]",I cannot answer from the given context.,,,
test2861,what type of rock dominates the earth's surface,"[1] Sedimentary rock The sedimentary rock cover of the continents of the Earth's crust is extensive (73% of the Earth's current land surface[1]), but the total contribution of sedimentary rocks is estimated to be only 8% of the total volume of the crust.[2] Sedimentary rocks are only a thin veneer over a crust consisting mainly of igneous and metamorphic rocks. Sedimentary rocks are deposited in layers as strata, forming a structure called bedding. The study of sedimentary rocks and rock strata provides information about the subsurface that is useful for civil engineering, for example in the construction of roads, houses, tunnels, canals or other structures. Sedimentary rocks are also important sources of natural resources like coal, fossil fuels, drinking water or ores.

[2] Igneous rock Intrusive igneous rocks are formed from magma that cools and solidifies within the crust of a planet, surrounded by pre-existing rock (called country rock); the magma cools slowly and, as a result, these rocks are coarse-grained. The mineral grains in such rocks can generally be identified with the naked eye. Intrusive rocks can also be classified according to the shape and size of the intrusive body and its relation to the other formations into which it intrudes. Typical intrusive formations are batholiths, stocks, laccoliths, sills and dikes. When the magma solidifies within the earth's crust, it cools slowly forming coarse textured rocks, such as granite, gabbro, or diorite.

[3] Deccan Plateau Typically the Deccan Plateau is made up of basalt extending up to Bhor Ghat near Karjat. This is an extrusive igneous rock. Also in certain sections of the region, we can find granite, which is an intrusive igneous rock. The difference between these two rock types is: basalt rock forms on eruption of lava, that is, on the surface (either out of a volcano, or through massive fissures—as in the Deccan basalts—in the ground), while granite forms deep within the Earth. Granite is a felsic rock, meaning it is rich in potassium feldspar and quartz. This composition is continental in origin (meaning it is the primary composition of the continental crust). Since it cooled relatively slowly, it has large visible crystals. Basalt, on the other hand, is mafic in composition—meaning it is rich in pyroxene and, in some cases, olivine, both of which are Mg-Fe rich minerals. Basalt is similar in composition to mantle rocks, indicating that it came from the mantle and did not mix with continental rocks. Basalt forms in areas that are spreading, whereas granite forms mostly in areas that are colliding. Since both rocks are found in the Deccan Plateau, it indicates two different environments of formation.

[4] Lanthanide The lanthanide contraction is responsible for the great geochemical divide that splits the lanthanides into light and heavy-lanthanide enriched minerals, the latter being almost inevitably associated with and dominated by yttrium. This divide is reflected in the first two ""rare earths"" that were discovered: yttria (1794) and ceria (1803). The geochemical divide has put more of the light lanthanides in the Earth's crust, but more of the heavy members in the Earth's mantle. The result is that although large rich ore-bodies are found that are enriched in the light lanthanides, correspondingly large ore-bodies for the heavy members are few. The principal ores are monazite and bastnäsite. Monazite sands usually contain all the lanthanide elements, but the heavier elements are lacking in bastnäsite. The lanthanides obey the Oddo-Harkins rule – odd-numbered elements are less abundant than their even-numbered neighbors.

[5] Igneous rock For intrusive, plutonic and usually phaneritic igneous rocks (where all minerals are visible at least via microscope), the mineralogy is used to classify the rock. This usually occurs on ternary diagrams, where the relative proportions of three minerals are used to classify the rock.",Sedimentary rock dominates the Earth's surface.,,,
test380,book series about the end of the world,"[1] Ender's Game (series) Ender's World contains 14 essays from Science Fiction and Young Adult writers, as well as military strategists and others about various aspects of Enderâ€™s Game. The book includes an introduction[42] by Orson Scott Card, who edited Ender's World and answers from many fan-submitted Enderverse questions from the Smart Pop Books Website.[43] The following essays are included in the compilation:

[2] Hard-Boiled Wonderland and the End of the World The Old Man/the scientist

[3] The End (Grimm) Kevin Yeoman from Oregon Live, wrote, ""As 'Grimm' reminded us, before Walt Disney and other family friendly folk got their hands on the Brothers Grimm stories, they were often as dark as the Black Forest, with monsters preying on innocent victims, until the happy ending -- we hoped -- restored order. It was fitting, then, that the 'Grimm' series finale, appropriately titled 'The End,' sent Nick through a nightmarish journey, before closing the book with an ending that evoked both fairy tales and the show's own mythology.""[23]

[4] Left Behind Left Behind is a series of 16 best-selling religious novels by Tim LaHaye and Jerry B. Jenkins, dealing with Christian dispensationalist End Times: the pretribulation, premillennial, Christian eschatological interpretation of the Biblical apocalypse. The primary conflict of the series is the members of the Tribulation Force, an underground network of converts, against an NWO-esque organization, Global Community, and its leader Nicolae Carpathia—the Antichrist. Left Behind is also the title of the first book in the series. The series was first published between 1995–2007 by Tyndale House, a firm with a history of interest in dispensationalism.

[5] Apocalyptic literature The revelations from heavenly messengers, about the end times, came in the form of angels, or from people who have been taken up to heaven and are returned to earth with messages. The descriptions not only tell of the end times, but also describe both past and present events and their significance, often in heavily coded language. When speaking of the end times, apocalyptic literature generally included chronologies of events that will occur and frequently places them in the near future, which gives a sense of urgency to the prophetâ€™s broader message. Though the understanding of the present is bleak, the visions of the future are far more positive, and include divinely delivered victory and a complete reformation of absolutely everything. Many visions of these end times mirror creation mythologies, invoke the triumph of God over the primordial forces of chaos, and provide clear distinctions between light and dark, good and evil. In such revelations, humankind is typically divided into a small group that experiences salvation, while the wicked majority is destroyed. Since the apocalyptic genre developed during the Persian period, this dualism may have developed under the influence of Persian thought.[17] The imagery in apocalyptic literature is not realistic or reflective of the physical world as it was, but is rather surreal and fantastic, invoking a sense of wonder at the complete newness of the new order to come.[18]","Left Behind is a series of 16 best-selling religious novels by Tim LaHaye and Jerry B. Jenkins, dealing with Christian dispensationalist End Times.",,,
test752,what do you call initials that stand for something,"[1] Acronym Although the word acronym is often used to refer to any abbreviation formed from initial letters,[2] some dictionaries and usage commentators define acronym to mean an abbreviation that is pronounced as a word,[18] in contrast to an initialism (or alphabetism)‍—‌an abbreviation formed from a string of initials (and possibly pronounced as individual letters).[19] Some dictionaries include additional senses equating acronym with initialism.[20][21][22] The distinction, when made, hinges on whether the abbreviation is pronounced as a word or as a string of individual letters. Examples in reference works that make the distinction include NATO /ˈneɪtoʊ/, scuba /ˈskuːbə/, and radar /ˈreɪdɑːr/ for acronyms; and FBI /ˌɛfˌbiːˈaɪ/, CRT /ˌsiːˌɑːrˈtiː/, and HTML /ˌeɪtʃˌtiːˌɛmˈɛl/ for initialisms.[3][15][23][24] The rest of this article uses acronym for both types of abbreviation.

[2] Acronym Backronyms are often times used to comedic effect. An example of the creation of a backronym for comedic effect would be in the naming of a group or organization, the name A.C.R.O.N.Y.M stands for (among other things) ""A Clever Regiment Of Nerdy Young Men"".

[3] Royal cypher In modern heraldry, a royal cypher is a monogram-like device of a country's reigning sovereign, typically consisting of the initials of the monarch's name and title, sometimes interwoven and often surmounted by a crown.[1] Where such a cypher is used by an emperor or empress, it is called an imperial cypher. In the system used by various Commonwealth realms, the title is abbreviated as R for rex or regina (Latin for king and queen). Previously, I stood for imperator or imperatrix (Latin words for emperor and empress) of India.[2][3] The cypher is displayed on some government buildings, impressed upon royal and state documents, and is used by government departments.

[4] Therefore sign In Masonic traditions the symbol is used for abbreviation, instead of the usual period. For example ""R∴W∴ John Smith"" is an abbreviation for ""Right Worshipful John Smith"" (the term Right Worshipful is an archaic title just as ""Land Lord"" is and indicates that Brother Smith is a Grand Lodge officer).[4]

[5] List of email subject abbreviations This is a list of abbreviations which are less commonly used in the subject of an English email header:",I cannot answer from the given context.,,,
test2146,an object that moves around an external axis is said to be,"[1] Rotation A rotation is a circular movement of an object around a center (or point) of rotation. A three-dimensional object can always be rotated around an infinite number of imaginary lines called rotation axes (/ˈæksiːz/ AK-seez). If the axis passes through the body's center of mass, the body is said to rotate upon itself, or spin. A rotation about an external point, e.g. the Earth about the Sun, is called a revolution or orbital revolution, typically when it is produced by gravity. The axis is called a pole.

[2] Rotation A rotation is simply a progressive radial orientation to a common point. That common point lies within the axis of that motion. The axis is 90 degrees perpendicular to the plane of the motion. If the axis of the rotation lies external of the body in question then the body is said to orbit. There is no fundamental difference between a “rotation” and an “orbit” and or ""spin"". The key distinction is simply where the axis of the rotation lies, either within or outside of a body in question. This distinction can be demonstrated for both “rigid” and “non rigid” bodies.

[3] Rotation Euler rotations provide an alternative description of a rotation. It is a composition of three rotations defined as the movement obtained by changing one of the Euler angles while leaving the other two constant. Euler rotations are never expressed in terms of the external frame, or in terms of the co-moving rotated body frame, but in a mixture. They constitute a mixed axes of rotation system, where the first angle moves the line of nodes around the external axis z, the second rotates around the line of nodes and the third one is an intrinsic rotation around an axis fixed in the body that moves.

[4] Rotation around a fixed axis An example of this is the two-body problem with circular orbits.

[5] Rotation around a fixed axis The instantaneous angular velocity is given by",an orbit.,,,
test3007,where do most star formation occur in the milky way today,"[1] Milky Way The Milky Way began as one or several small overdensities in the mass distribution in the Universe shortly after the Big Bang.[155] Some of these overdensities were the seeds of globular clusters in which the oldest remaining stars in what is now the Milky Way formed. Nearly half the matter in the Milky Way may have come from other distant galaxies.[155] Nonetheless, these stars and clusters now comprise the stellar halo of the Milky Way. Within a few billion years of the birth of the first stars, the mass of the Milky Way was large enough so that it was spinning relatively quickly. Due to conservation of angular momentum, this led the gaseous interstellar medium to collapse from a roughly spheroidal shape to a disk. Therefore, later generations of stars formed in this spiral disk. Most younger stars, including the Sun, are observed to be in the disk.[156][157]

[2] Star formation A spiral galaxy like the Milky Way contains stars, stellar remnants, and a diffuse interstellar medium (ISM) of gas and dust. The interstellar medium consists of 10âˆ’4 to 106 particles per cm3 and is typically composed of roughly 70% hydrogen by mass, with most of the remaining gas consisting of helium. This medium has been chemically enriched by trace amounts of heavier elements that were ejected from stars as they passed beyond the end of their main sequence lifetime. Higher density regions of the interstellar medium form clouds, or diffuse nebulae,[2] where star formation takes place.[3] In contrast to spirals, an elliptical galaxy loses the cold component of its interstellar medium within roughly a billion years, which hinders the galaxy from forming diffuse nebulae except through mergers with other galaxies.[4]

[3] Red dwarf Red dwarfs are by far the most common type of star in the Milky Way, at least in the neighborhood of the Sun, but because of their low luminosity, individual red dwarfs cannot be easily observed. From Earth, not one is visible to the naked eye.[1] Proxima Centauri, the nearest star to the Sun, is a red dwarf (Type M5, apparent magnitude 11.05), as are fifty of the sixty nearest stars. According to some estimates, red dwarfs make up three-quarters of the stars in the Milky Way.[2]

[4] Star formation Star formation is the process by which dense regions within molecular clouds in interstellar space, sometimes referred to as ""stellar nurseries"" or ""star-forming regions"", collapse and form stars.[1] As a branch of astronomy, star formation includes the study of the interstellar medium (ISM) and giant molecular clouds (GMC) as precursors to the star formation process, and the study of protostars and young stellar objects as its immediate products. It is closely related to planet formation, another branch of astronomy. Star formation theory, as well as accounting for the formation of a single star, must also account for the statistics of binary stars and the initial mass function.

[5] Solar System The Solar System is located in the Milky Way, a barred spiral galaxy with a diameter of about 100,000 light-years containing about 100 billion stars.[130] The Sun resides in one of the Milky Way's outer spiral arms, known as the Orion–Cygnus Arm or Local Spur.[131] The Sun lies between 25,000 and 28,000 light-years from the Galactic Centre,[132] and its speed within the Milky Way is about 220 km/s, so that it completes one revolution every 225–250 million years. This revolution is known as the Solar System's galactic year.[133] The solar apex, the direction of the Sun's path through interstellar space, is near the constellation Hercules in the direction of the current location of the bright star Vega.[134] The plane of the ecliptic lies at an angle of about 60° to the galactic plane.[i]",Most star formation occurs in the spiral disk of the Milky Way.,,,
test141,who were the first settlers in san antonio,"[1] History of San Antonio The City of San Antonio is one of the oldest Spanish colonization of the European settlements in Texas and was, for decades, its largest city. Before Spanish colonization, the site was occupied for thousands of years by varying cultures of indigenous peoples. The historic Payaya Indians were likely those who encountered the first Europeans.

[2] History of San Antonio The ""Villa de Bejar"" was founded by Spanish explorers on May 5th, 1718, by then Governor Martin Alarcon, at the headwaters of the San Pedro Creek.[1] The mission San Antonio de Valero was established on the east bank of the creek and a presidio was 3/4 of a league downstream. Development of the Spanish colonial city followed. A trading post was also established near the presidio and the town developed as the capital of Tejas, a province of colonial Spain. It was the northernmost settlement associated with the Hispanic culture of the Valley of Mexico.

[3] La Grange, Texas La Grange was the site of an early crossing of the Colorado River along La BahÃ­a (Lower Road) of the El Camino Real (Kings Highway), during the Spanish period. The earliest Anglo-American settlers in the area were Aylett C. Buckner and Peter Powell, who lived slightly to the west. The first Anglo-American settlement on the city's present location was by Stephen F. Austin's band of colonists in 1822. John Henry Moore built a blockhouse in 1828 (some sources cite 1826) as protection from the Comanche. The building is known as Moore's Fort and can be found today in nearby Round Top, having been moved there for restoration.[6]

[4] Big Sur The Portolá expedition who first explored the Spanish colony of Alta California were forced to bypass the inaccessible coast and travel around the region, inland through the San Antonio and Salinas Valleys before arriving at Monterey Bay, where they founded Monterey and named it their capital.[19]

[5] Ferdinand Magellan For overwintering, Magellan established a temporary settlement called Puerto San Julian on March 30, 1520. On Easter (April 1 and 2), a mutiny broke out involving three of the five ship captains. Magellan took quick and decisive action. Luis de Mendoza, the captain of Victoria, was killed by a party sent by Magellan, and the ship was recovered. After Concepción's anchor cable had been secretly cut by his forces, the ship drifted towards the well-armed Trinidad, and Concepcion's captain de Quesada and his inner circle surrendered. Juan de Cartagena, the head of the mutineers on the San Antonio, subsequently gave up. Antonio Pigafetta reported that Gaspar Quesada, the captain of Concepción, and other mutineers were executed, while Juan de Cartagena, the captain of San Antonio, and a priest named Padre Sanchez de la Reina were marooned on the coast. Most of the men, including Juan Sebastián Elcano, were needed and forgiven.[23] Reportedly those killed were drawn and quartered and impaled on the coast; years later, their bones were found by Sir Francis Drake.[24][25]",I cannot answer from the given context.,,,
test3041,the complete collection of dna and genes is called,"[1] Gene The total complement of genes in an organism or cell is known as its genome, which may be stored on one or more chromosomes. A chromosome consists of a single, very long DNA helix on which thousands of genes are encoded.[2]:4.2 The region of the chromosome at which a particular gene is located is called its locus. Each locus contains one allele of a gene; however, members of a population may have different alleles at the locus, each with a slightly different gene sequence.

[2] Plant genetics Deoxyribonucleic acid (DNA) is a nucleic acid that contains the genetic instructions used in the development and functioning of all known living organisms and some viruses. The main role of DNA molecules is the long-term storage of information. DNA is often compared to a set of blueprints or a recipe, or a code, since it contains the instructions needed to construct other components of cells, such as proteins and RNA molecules. The DNA segments that carry this genetic information are called genes, but other DNA sequences have structural purposes, or are involved in regulating the use of this genetic information. Geneticists, including plant geneticists, use this sequencing of DNA to their advantage as they splice and delete certain genes and regions of the DNA molecule to produce a different or desired genotype and thus, also producing a different phenotype.

[3] Gene The genome is the total genetic material of an organism and includes both the genes and non-coding sequences.[82]

[4] Gene expression In prokaryotes, transcription is carried out by a single type of RNA polymerase, which needs a DNA sequence called a Pribnow box as well as a sigma factor (σ factor) to start transcription. In eukaryotes, transcription is performed by three types of RNA polymerases, each of which needs a special DNA sequence called the promoter and a set of DNA-binding proteins—transcription factors—to initiate the process. RNA polymerase I is responsible for transcription of ribosomal RNA (rRNA) genes. RNA polymerase II (Pol II) transcribes all protein-coding genes but also some non-coding RNAs (e.g., snRNAs, snoRNAs or long non-coding RNAs). Pol II includes a C-terminal domain (CTD) that is rich in serine residues. When these residues are phosphorylated, the CTD binds to various protein factors that promote transcript maturation and modification. RNA polymerase III transcribes 5S rRNA, transfer RNA (tRNA) genes, and some small non-coding RNAs (e.g., 7SK). Transcription ends when the polymerase encounters a sequence called the terminator.

[5] Ploidy The number of chromosomes found in a single complete set of chromosomes is called the monoploid number (x). The haploid number (n) is unique to gametes (sperm or egg cells), and refers to the total number of chromosomes found in a gamete, which under normal conditions is half the total number of chromosomes in a somatic cell.",the genome,,,
test3278,why was the plague that struck athens so devastating,"[1] Plague of Athens Sparta and its allies, with the exception of Corinth, were almost exclusively land based powers, able to summon large land armies that were very nearly unbeatable. Under the direction of Pericles, the Athenians pursued a policy of retreat within the city walls of Athens, relying on Athenian maritime supremacy for supply while the superior Athenian navy harassed Spartan troop movements. Unfortunately the strategy also resulted in adding many people from the countryside to an already well-populated city, introducing a severe crowding factor as well as resource shortages. Due to the close quarters and poor hygiene exhibited at that time Athens became a breeding ground for disease and many citizens died including Pericles, his wife, and his sons Paralus and Xanthippus. In the history of epidemics the 'Plague' of Athens is remarkable for its one-sided affliction and bias on the ultimate outcome of a war.

[2] Black Death migration The plague struck various countries in the Middle East during the pandemic, leading to serious depopulation and permanent change in both economic and social structures. As it spread to western Europe, the disease also entered the region from southern Russia. By autumn 1347, the plague reached Alexandria in Egypt, probably through the port's trade with Constantinople, and ports on the Black Sea. During 1348, the disease travelled eastward to Gaza, and north along the eastern coast to cities in Lebanon, Syria, and Palestine, including Ashkelon, Acre, Jerusalem, Sidon, Damascus, Homs, and Aleppo. In 1348â€“49, the disease reached Antioch. The city's residents fled to the north, most of them dying during the journey, but the infection had been spread to the people of Asia Minor.

[3] Globalization and disease Within Europe, the plague struck port cities first, then followed people along both sea and land trade routes. It raged through Italy into France and the British Isles. It was carried over the Alps into Switzerland, and eastward into Hungary and Russia.[10] For a time during the 14th and 15th centuries, the plague would recede. Every ten to twenty years, it would return. Later epidemics, however, were never as widespread as the earlier outbreaks, when 60% of the population died.

[4] History of Athens Unlike other Mycenaean centers, such as Mycenae and Pylos (see Bronze Age collapse), it is unclear whether Athens suffered destruction in about 1200 BC, an event traditionally attributed to a Dorian invasion (though now commonly attributed to a systems collapse, part of the Late Bronze Age collapse), and the Athenians always maintained that they were ""pure"" Ionians with no Dorian element. However, Athens, like many other Bronze Age settlements, went into economic decline for around 150 years following this.

[5] Renaissance One theory that has been advanced is that the devastation in Florence caused by the Black Death, which hit Europe between 1348 and 1350, resulted in a shift in the world view of people in 14th-century Italy. Italy was particularly badly hit by the plague, and it has been speculated that the resulting familiarity with death caused thinkers to dwell more on their lives on Earth, rather than on spirituality and the afterlife.[36] It has also been argued that the Black Death prompted a new wave of piety, manifested in the sponsorship of religious works of art.[37] However, this does not fully explain why the Renaissance occurred specifically in Italy in the 14th century. The Black Death was a pandemic that affected all of Europe in the ways described, not only Italy. The Renaissance's emergence in Italy was most likely the result of the complex interaction of the above factors.[10]","The plague that struck Athens was so devastating due to the severe crowding and resource shortages caused by the policy of retreat within the city walls, which added many people from the countryside to an already well-populated city. The close quarters and poor hygiene in Athens became a breeding ground for disease, leading to many citizens dying, including prominent figures like Pericles and his family.",,,
test138,what is the name of season 6 of american horror story,"[1] American Horror Story: Roanoke American Horror Story: Roanoke is the sixth season of the FX horror anthology television series American Horror Story. It premiered on September 14, 2016, marking the first time the series has debuted outside of October, and concluded on November 16, 2016.

[2] List of American Horror Story episodes American Horror Story (often abbreviated AHS) is an American anthology horror television series created and produced by Ryan Murphy and Brad Falchuk which premiered on October 5, 2011 on FX. Described as an anthology series, each season is conceived as a mostly self-contained miniseries, following a disparate set of characters and settings, and a storyline with its own ""beginning, middle, and end.""[1]

[3] American Horror Story The fifth season, American Horror Story: Hotel, received mixed reviews from critics. Rotten Tomatoes reports that 63% of 43 critics gave the season a positive review. The site's consensus is: ""Favoring garish style over effective storytelling, the fifth American Horror Story strands a talented cast at Ryan Murphy's Hotel."" Audience reception on the same website was also mixed, with 57% of viewers giving the show a favorable review.[126] Hotel scored a 60 out of 100 on Metacritic based on 24 ""mixed or average"" reviews.[127]

[4] Grimm (season 6) The sixth and final season of the NBC American supernatural drama series Grimm was announced on April 18, 2016.[1] It premiered on January 6 and concluded on March 31, 2017. The season consisted of 13[2] episodes. The series, created by David Greenwalt, Jim Kouf and Stephen Carpenter, is produced by NBC, GK Productions, Hazy Mills Productions, and Universal Television. The main plot follows a descendant of the Grimm line, Nick Burkhardt, as he deals with being a cop, and trying not to expose his secret as a Grimm.

[5] The Following (season 1) The first season of the Fox American television psychological thriller horror series The Following premiered on January 21, 2013 and concluded on April 29, 2013, with a total of 15 episodes.",American Horror Story: Roanoke,,,
test46,who plays v on orange is the new black,"[1] List of Orange Is the New Black characters Sam Healy (played by Michael J. Harney) â€“ Healy is an experienced Corrections Officer and supervisor at Litchfield Penitentiary who has a Master of Social Work and acts as prison counselor to many of the inmates. He is initially presented as someone who, though rigid, genuinely wants to help the inmates under his care. Due to his preference for avoiding confrontation, Healy is contemptuously referred to as ""Samantha"" by Caputo, who feels that Healy is not tough enough on the inmates. Healy generally appears weary and often tells the inmates what they want to hear so they will leave him alone - he later admits to his own counselor that he is dissatisfied with his job, having gone into it with such idealistic notions of changing the world, but his experiences have left him cynical. Despite this, he still shows a sense of justice, such as forging evidence to show that Suzanne (who was going to take for the fall for an assault she did not commit) was in fact innocent. Healy has an outspoken personal vendetta against lesbians for unknown reasons, cautioning Piper at the beginning of the series not to be involved with lesbian activity. While early on he appears particularly sympathetic towards Piper and even acts biased in her favor, he increasingly dislikes her as he hears rumors of her alleged lesbian activities. His hatred of lesbians, first presented as a quirk, is later revealed to be a deep-seated pathological problem when he explosively sends

[2] Kate Mulgrew Since 2013, Mulgrew stars as Galina ""Red"" Reznikov in the Netflix original series Orange Is the New Black, the role for which she was nominated for her first Primetime Emmy Award in 2014. The popular character was re-signed for seasons two, three, four and five. On working in the series she was reunited with her Mercy co-star Taylor Schilling.

[3] Kate Mulgrew Katherine Kiernan Maria ""Kate"" Mulgrew (born April 29, 1955) is an American actress. She is known for the roles of Captain Kathryn Janeway on Star Trek: Voyager and Galina ""Red"" Reznikov on Orange Is the New Black. She first came to attention in the role of Mary Ryan on the daytime soap opera Ryan's Hope. Mulgrew has won an Obie Award, and has received a Golden Globe Award and Primetime Emmy Award nomination. She is an active member of the Alzheimer's Association National Advisory Council and the voice of Cleveland's MetroHealth System.

[4] List of recurring Orange Is the New Black characters Erica ""Yoga"" Jones (played by Constance Shulman) – An older Caucasian inmate who teaches yoga. She has an unusually calm, peaceful demeanor, completely out of place in the prison environment, and as such gives no indication about why she might be in prison. Her calmness shatters, however, when she has a fight with an angry Janae, who deduces that her commitment to spirituality and yoga stems from her having committed a particularly heinous crime, and cruelly suggests that she may have killed a child — leading to Jones snapping and hitting her across the face. Later, while the two are working in the rec room, Jones explains that while she was a marijuana farmer in California, she accidentally shot and killed an 8-year old child she mistook for a deer, and is therefore in prison for manslaughter. Watson realizes, as she had thought, that Jones is indeed using her yoga and commitment to spirituality to cope with the intense emotional pain and guilt that she feels as a result of her crime. During the second season, she is seen participating in a hunger strike with Brook, to protest prison conditions. This is also her attempt to protest Janae having been thrown in the SHU, but her efforts are met with indifference by Janae herself, who coldly rebuffs her. During the fourth season, she is selected to be Judy King's roommate after she gets a private cell. She frequently criticizes Judy's special treatment, while not completely abstaining from

[5] Lorraine Toussaint Toussaint received critical acclaim and an Independent Spirit Award nomination for her performance in the 2012 drama film Middle of Nowhere, written and directed by Ava DuVernay. In 2014, she played the role of Yvonne ""Vee"" Parker, the main antagonist in the second season of the Netflix comedy-drama series Orange Is the New Black, for which she received critical acclaim and a Critics' Choice Television Award for Best Supporting Actress in a Drama Series. She later played the role of Amelia Boynton Robinson in the 2014 historical drama film Selma, directed by Ava DuVernay.","Lorraine Toussaint plays Yvonne ""Vee"" Parker on Orange Is the New Black.",,,
